date,volume,open,close,high,low,adjclose
2018-08-23,18883200,214.64999389648438,215.49000549316406,217.0500030517578,214.60000610351562,215.49000549316406
2018-08-22,19018100,214.10000610351562,215.0500030517578,216.36000061035156,213.83999633789062,215.0500030517578
2018-08-21,26159800,216.8000030517578,215.0399932861328,217.19000244140625,214.02999877929688,215.0399932861328
2018-08-20,30287700,218.10000610351562,215.4600067138672,219.17999267578125,215.11000061035156,215.4600067138672
2018-08-17,35427000,213.44000244140625,217.5800018310547,217.9499969482422,213.16000366210938,217.5800018310547
2018-08-16,28500400,211.75,213.32000732421875,213.80999755859375,211.47000122070312,213.32000732421875
2018-08-15,28807600,209.22000122070312,210.24000549316406,210.74000549316406,208.3300018310547,210.24000549316406
2018-08-14,20748000,210.16000366210938,209.75,210.55999755859375,208.25999450683594,209.75
2018-08-13,25890900,209.30999755859375,208.8699951171875,210.9499969482422,207.6999969482422,208.8699951171875
2018-08-10,24611200,207.36000061035156,207.52999877929688,209.10000610351562,206.6699981689453,207.52999877929688
2018-08-09,23492600,209.52999877929688,208.8800048828125,209.77999877929688,207.1999969482422,208.14999389648438
2018-08-08,22525500,206.0500030517578,207.25,207.80999755859375,204.52000427246094,206.52569580078125
2018-08-07,25587400,209.32000732421875,207.11000061035156,209.5,206.75999450683594,206.3861846923828
2018-08-06,25425400,208.0,209.07000732421875,209.25,207.07000732421875,208.33934020996094
2018-08-03,33447400,207.02999877929688,207.99000549316406,208.74000549316406,205.47999572753906,207.2631072998047
2018-08-02,62404000,200.5800018310547,207.38999938964844,208.3800048828125,200.35000610351562,206.6652069091797
2018-08-01,67935700,199.1300048828125,201.5,201.75999450683594,197.30999755859375,200.79579162597656
2018-07-31,39373000,190.3000030517578,190.2899932861328,192.13999938964844,189.33999633789062,189.6249542236328
2018-07-30,21029500,191.89999389648438,189.91000366210938,192.1999969482422,189.07000732421875,189.2462921142578
2018-07-27,24024000,194.99000549316406,190.97999572753906,195.19000244140625,190.10000610351562,190.3125457763672
2018-07-26,19076000,194.61000061035156,194.2100067138672,195.9600067138672,193.61000061035156,193.53126525878906
2018-07-25,16709900,193.05999755859375,194.82000732421875,194.85000610351562,192.42999267578125,194.13914489746094
2018-07-24,18697900,192.4499969482422,193.0,193.66000366210938,192.0500030517578,192.3254852294922
2018-07-23,15989400,190.67999267578125,191.61000061035156,191.9600067138672,189.55999755859375,190.9403533935547
2018-07-20,20676200,191.77999877929688,191.44000244140625,192.42999267578125,190.1699981689453,190.7709503173828
2018-07-19,20286800,189.69000244140625,191.8800048828125,192.5500030517578,189.69000244140625,191.20941162109375
2018-07-18,16393400,191.77999877929688,190.39999389648438,191.8000030517578,189.92999267578125,189.7345733642578
2018-07-17,15534500,189.75,191.4499969482422,191.8699951171875,189.1999969482422,190.78089904785156
2018-07-16,15043100,191.52000427246094,190.91000366210938,192.64999389648438,190.4199981689453,190.2427978515625
2018-07-13,12513900,191.0800018310547,191.3300018310547,191.83999633789062,190.89999389648438,190.6613311767578
2018-07-12,18041100,189.52999877929688,191.02999877929688,191.41000366210938,189.30999755859375,190.3623809814453
2018-07-11,18831500,188.5,187.8800048828125,189.77999877929688,187.61000061035156,187.223388671875
2018-07-10,15939100,190.7100067138672,190.35000610351562,191.27999877929688,190.17999267578125,189.68475341796875
2018-07-09,19756600,189.5,190.5800018310547,190.67999267578125,189.3000030517578,189.91395568847656
2018-07-06,17485200,185.4199981689453,187.97000122070312,188.42999267578125,185.1999969482422,187.31307983398438
2018-07-05,16604200,185.25999450683594,185.39999389648438,186.41000366210938,184.27999877929688,184.75204467773438
2018-07-03,13954800,187.7899932861328,183.9199981689453,187.9499969482422,183.5399932861328,183.2772216796875
2018-07-02,17731300,183.82000732421875,187.17999267578125,187.3000030517578,183.4199981689453,186.52581787109375
2018-06-29,22737700,186.2899932861328,185.11000061035156,187.19000244140625,182.91000366210938,184.46307373046875
2018-06-28,17365200,184.10000610351562,185.5,186.2100067138672,183.8000030517578,184.85169982910156
2018-06-27,25285300,185.22999572753906,184.16000366210938,187.27999877929688,184.02999877929688,183.51638793945312
2018-06-26,24569200,182.99000549316406,184.42999267578125,186.52999877929688,182.5399932861328,183.78543090820312
2018-06-25,31663100,183.39999389648438,182.1699981689453,184.9199981689453,180.72999572753906,181.53334045410156
2018-06-22,27200400,186.1199951171875,184.9199981689453,186.14999389648438,184.6999969482422,184.2737274169922
2018-06-21,25711900,187.25,185.4600067138672,188.35000610351562,184.94000244140625,184.8118438720703
2018-06-20,20628700,186.35000610351562,186.5,187.1999969482422,185.72999572753906,185.84820556640625
2018-06-19,33578500,185.13999938964844,185.69000244140625,186.3300018310547,183.4499969482422,185.04104614257812
2018-06-18,18484900,187.8800048828125,188.74000549316406,189.22000122070312,187.1999969482422,188.08038330078125
2018-06-15,61719200,190.02999877929688,188.83999633789062,190.16000366210938,188.25999450683594,188.18002319335938
2018-06-14,21610100,191.5500030517578,190.8000030517578,191.57000732421875,190.22000122070312,190.1331787109375
2018-06-13,21638400,192.4199981689453,190.6999969482422,192.8800048828125,190.44000244140625,190.0335235595703
2018-06-12,16911100,191.38999938964844,192.27999877929688,192.61000061035156,191.14999389648438,191.60800170898438
2018-06-11,18308500,191.35000610351562,191.22999572753906,191.97000122070312,190.2100067138672,190.56167602539062
2018-06-08,26656800,191.1699981689453,191.6999969482422,192.0,189.77000427246094,191.030029296875
2018-06-07,21347200,194.13999938964844,193.4600067138672,194.1999969482422,192.33999633789062,192.7838897705078
2018-06-06,20933600,193.6300048828125,193.97999572753906,194.0800018310547,191.9199981689453,193.30206298828125
2018-06-05,21566000,193.07000732421875,193.30999755859375,193.94000244140625,192.36000061035156,192.6343994140625
2018-06-04,26266200,191.63999938964844,191.8300018310547,193.4199981689453,191.35000610351562,191.15957641601562
2018-06-01,23442500,187.99000549316406,190.24000549316406,190.25999450683594,187.75,189.5751495361328
2018-05-31,27482800,187.22000122070312,186.8699951171875,188.22999572753906,186.13999938964844,186.21690368652344
2018-05-30,18690500,187.72000122070312,187.5,188.0,186.77999877929688,186.84471130371094
2018-05-29,22514100,187.60000610351562,187.89999389648438,188.75,186.8699951171875,187.24331665039062
2018-05-25,17461000,188.22999572753906,188.5800018310547,189.64999389648438,187.64999389648438,187.9209442138672
2018-05-24,23234000,188.77000427246094,188.14999389648438,188.83999633789062,186.2100067138672,187.492431640625
2018-05-23,20058400,186.35000610351562,188.36000061035156,188.5,185.75999450683594,187.7017059326172
2018-05-22,15240700,188.3800048828125,187.16000366210938,188.8800048828125,186.77999877929688,186.5059051513672
2018-05-21,18400800,188.0,187.6300048828125,189.27000427246094,186.91000366210938,186.97425842285156
2018-05-18,18297700,187.19000244140625,186.30999755859375,187.80999755859375,186.1300048828125,185.65887451171875
2018-05-17,17294000,188.0,186.99000549316406,188.91000366210938,186.36000061035156,186.3365020751953
2018-05-16,19183100,186.07000732421875,188.17999267578125,188.4600067138672,186.0,187.52232360839844
2018-05-15,23695200,186.77999877929688,186.44000244140625,187.07000732421875,185.10000610351562,185.78842163085938
2018-05-14,20778800,189.00999450683594,188.14999389648438,189.52999877929688,187.86000061035156,187.492431640625
2018-05-11,26212200,189.49000549316406,188.58999633789062,190.05999755859375,187.4499969482422,187.930908203125
2018-05-10,27989300,187.74000549316406,190.0399932861328,190.3699951171875,187.64999389648438,188.6483917236328
2018-05-09,23211200,186.5500030517578,187.36000061035156,187.39999389648438,185.22000122070312,185.98802185058594
2018-05-08,28402800,184.99000549316406,186.0500030517578,186.22000122070312,183.6699981689453,184.68760681152344
2018-05-07,42451400,185.17999267578125,185.16000366210938,187.6699981689453,184.75,183.8041229248047
2018-05-04,56201300,178.25,183.8300018310547,184.25,178.1699981689453,182.48385620117188
2018-05-03,34068200,175.8800048828125,176.88999938964844,177.5,174.44000244140625,175.5946807861328
2018-05-02,66539400,175.22999572753906,176.57000732421875,177.75,173.8000030517578,175.27703857421875
2018-05-01,53569400,166.41000366210938,169.10000610351562,169.1999969482422,165.27000427246094,167.86172485351562
2018-04-30,42427400,162.1300048828125,165.25999450683594,167.25999450683594,161.83999633789062,164.04983520507812
2018-04-27,35655800,164.0,162.32000732421875,164.3300018310547,160.6300048828125,161.13137817382812
2018-04-26,27963000,164.1199951171875,164.22000122070312,165.72999572753906,163.3699951171875,163.01747131347656
2018-04-25,28382100,162.6199951171875,163.64999389648438,165.4199981689453,162.41000366210938,162.45162963867188
2018-04-24,33692000,165.6699981689453,162.94000244140625,166.3300018310547,161.22000122070312,161.74684143066406
2018-04-23,36515500,166.8300018310547,165.24000549316406,166.9199981689453,164.08999633789062,164.02999877929688
2018-04-20,65491100,170.60000610351562,165.72000122070312,171.22000122070312,165.42999267578125,164.5064697265625
2018-04-19,34808800,173.75999450683594,172.8000030517578,175.38999938964844,172.66000366210938,171.53463745117188
2018-04-18,20754500,177.80999755859375,177.83999633789062,178.82000732421875,176.8800048828125,176.5377197265625
2018-04-17,26509000,176.49000549316406,178.24000549316406,178.94000244140625,176.41000366210938,176.93479919433594
2018-04-16,21578400,175.02999877929688,175.82000732421875,176.19000244140625,174.8300018310547,174.53253173828125
2018-04-13,25124300,174.77999877929688,174.72999572753906,175.83999633789062,173.85000610351562,173.45050048828125
2018-04-12,22889300,173.41000366210938,174.13999938964844,175.0,173.0399932861328,172.8648223876953
2018-04-11,22431600,172.22999572753906,172.44000244140625,173.9199981689453,171.6999969482422,171.17727661132812
2018-04-10,28408600,173.0,173.25,174.0,171.52999877929688,171.98133850097656
2018-04-09,29017700,169.8800048828125,170.0500030517578,173.08999633789062,169.85000610351562,168.80477905273438
2018-04-06,35005300,170.97000122070312,168.3800048828125,172.47999572753906,168.1999969482422,167.1470184326172
2018-04-05,26933200,172.5800018310547,172.8000030517578,174.22999572753906,172.0800018310547,171.53463745117188
2018-04-04,34605500,164.8800048828125,171.61000061035156,172.00999450683594,164.77000427246094,170.35336303710938
2018-04-03,30278000,167.63999938964844,168.38999938964844,168.75,164.8800048828125,167.15692138671875
2018-04-02,37586800,166.63999938964844,166.67999267578125,168.94000244140625,164.47000122070312,165.45944213867188
2018-03-29,38398500,167.80999755859375,167.77999877929688,171.75,166.89999389648438,166.5513916015625
2018-03-28,41668500,167.25,166.47999572753906,170.02000427246094,165.19000244140625,165.2609100341797
2018-03-27,40922600,173.67999267578125,168.33999633789062,175.14999389648438,166.9199981689453,167.1072998046875
2018-03-26,37541200,168.07000732421875,172.77000427246094,173.10000610351562,166.44000244140625,171.50486755371094
2018-03-23,41028800,168.38999938964844,164.94000244140625,169.9199981689453,164.94000244140625,163.73219299316406
2018-03-22,41490800,170.0,168.85000610351562,172.67999267578125,168.60000610351562,167.61355590820312
2018-03-21,36338100,175.0399932861328,171.27000427246094,175.08999633789062,171.25999450683594,170.01583862304688
2018-03-20,19649400,175.24000549316406,175.24000549316406,176.8000030517578,174.94000244140625,173.95677185058594
2018-03-19,33446800,177.32000732421875,175.3000030517578,177.47000122070312,173.66000366210938,174.01634216308594
2018-03-16,39404700,178.64999389648438,178.02000427246094,179.1199951171875,177.6199951171875,176.71641540527344
2018-03-15,22743800,178.5,178.64999389648438,180.24000549316406,178.07000732421875,177.34178161621094
2018-03-14,29368400,180.32000732421875,178.44000244140625,180.52000427246094,177.80999755859375,177.13333129882812
2018-03-13,31693500,182.58999633789062,179.97000122070312,183.5,179.24000549316406,178.65213012695312
2018-03-12,32207100,180.2899932861328,181.72000122070312,182.38999938964844,180.2100067138672,180.38931274414062
2018-03-09,32185200,177.9600067138672,179.97999572753906,180.0,177.38999938964844,178.66204833984375
2018-03-08,23774100,175.47999572753906,176.94000244140625,177.1199951171875,175.07000732421875,175.64431762695312
2018-03-07,31703500,174.94000244140625,175.02999877929688,175.85000610351562,174.27000427246094,173.74830627441406
2018-03-06,23788500,177.91000366210938,176.6699981689453,178.25,176.1300048828125,175.3762969970703
2018-03-05,28401400,175.2100067138672,176.82000732421875,177.74000549316406,174.52000427246094,175.52520751953125
2018-03-02,38454000,172.8000030517578,176.2100067138672,176.3000030517578,172.4499969482422,174.919677734375
2018-03-01,48802000,178.5399932861328,175.0,179.77999877929688,172.66000366210938,173.71852111816406
2018-02-28,37782100,179.25999450683594,178.1199951171875,180.6199951171875,178.0500030517578,176.815673828125
2018-02-27,38928100,179.10000610351562,178.38999938964844,180.47999572753906,178.16000366210938,177.08370971679688
2018-02-26,38162200,176.35000610351562,178.97000122070312,179.38999938964844,176.2100067138672,177.65945434570312
2018-02-23,33812400,173.6699981689453,175.5,175.64999389648438,173.5399932861328,174.21485900878906
2018-02-22,30991900,171.8000030517578,172.5,173.9499969482422,171.7100067138672,171.23683166503906
2018-02-21,37471600,172.8300018310547,171.07000732421875,174.1199951171875,171.00999450683594,169.8173065185547
2018-02-20,33930500,172.0500030517578,171.85000610351562,174.25999450683594,171.4199981689453,170.5915985107422
2018-02-16,40176100,172.36000061035156,172.42999267578125,174.82000732421875,171.77000427246094,171.16734313964844
2018-02-15,51147200,169.7899932861328,172.99000549316406,173.08999633789062,169.0,171.72325134277344
2018-02-14,40644900,163.0399932861328,167.3699951171875,167.5399932861328,162.8800048828125,166.14439392089844
2018-02-13,32549200,161.9499969482422,164.33999633789062,164.75,161.64999389648438,163.13658142089844
2018-02-12,60819500,158.5,162.7100067138672,163.88999938964844,157.50999450683594,161.51852416992188
2018-02-09,70672600,157.07000732421875,156.41000366210938,157.88999938964844,150.24000549316406,155.26466369628906
2018-02-08,54390500,160.2899932861328,155.14999389648438,161.0,155.02999877929688,153.38848876953125
2018-02-07,51608600,163.08999633789062,159.5399932861328,163.39999389648438,159.07000732421875,157.7286376953125
2018-02-06,68243800,154.8300018310547,163.02999877929688,163.72000122070312,154.0,161.17901611328125
2018-02-05,72738500,159.10000610351562,156.49000549316406,163.8800048828125,156.0,154.71328735351562
2018-02-02,86593800,166.0,160.5,166.8000030517578,160.10000610351562,158.67774963378906
2018-02-01,47230800,167.1699981689453,167.77999877929688,168.6199951171875,166.75999450683594,165.87509155273438
2018-01-31,32478900,166.8699951171875,167.42999267578125,168.44000244140625,166.5,165.52906799316406
2018-01-30,46048200,165.52999877929688,166.97000122070312,167.3699951171875,164.6999969482422,165.0742950439453
2018-01-29,50640400,170.16000366210938,167.9600067138672,170.16000366210938,167.07000732421875,166.0530548095703
2018-01-26,39143000,172.0,171.50999450683594,172.0,170.05999755859375,169.562744140625
2018-01-25,41529000,174.50999450683594,171.11000061035156,174.9499969482422,170.52999877929688,169.16729736328125
2018-01-24,51105100,177.25,174.22000122070312,177.3000030517578,173.1999969482422,172.24197387695312
2018-01-23,32689100,177.3000030517578,177.0399932861328,179.44000244140625,176.82000732421875,175.02996826171875
2018-01-22,27108600,177.3000030517578,177.0,177.77999877929688,176.60000610351562,174.9904327392578
2018-01-19,32425100,178.61000061035156,178.4600067138672,179.5800018310547,177.41000366210938,176.43385314941406
2018-01-18,31193400,179.3699951171875,179.25999450683594,180.10000610351562,178.25,177.22476196289062
2018-01-17,34386800,176.14999389648438,179.10000610351562,179.25,175.07000732421875,177.06658935546875
2018-01-16,29565900,177.89999389648438,176.19000244140625,179.38999938964844,176.13999938964844,174.18963623046875
2018-01-12,25226000,176.17999267578125,177.08999633789062,177.36000061035156,175.64999389648438,175.0793914794922
2018-01-11,18667700,174.58999633789062,175.27999877929688,175.49000549316406,174.49000549316406,173.28994750976562
2018-01-10,23959900,173.16000366210938,174.2899932861328,174.3000030517578,173.0,172.31118774414062
2018-01-09,21584000,174.5500030517578,174.3300018310547,175.05999755859375,173.41000366210938,172.35073852539062
2018-01-08,20567800,174.35000610351562,174.35000610351562,175.61000061035156,173.92999267578125,172.37051391601562
2018-01-05,23660000,173.44000244140625,175.0,175.3699951171875,173.0500030517578,173.01312255859375
2018-01-04,22434600,172.5399932861328,173.02999877929688,173.47000122070312,172.0800018310547,171.0655059814453
2018-01-03,29517900,172.52999877929688,172.22999572753906,174.5500030517578,171.9600067138672,170.27456665039062
2018-01-02,25555900,170.16000366210938,172.25999450683594,172.3000030517578,169.25999450683594,170.30422973632812
2017-12-29,25884400,170.52000427246094,169.22999572753906,170.58999633789062,169.22000122070312,167.3086395263672
2017-12-28,16480200,171.0,171.0800018310547,171.85000610351562,170.47999572753906,169.1376495361328
2017-12-27,21498200,170.10000610351562,170.60000610351562,170.77999877929688,169.7100067138672,168.66310119628906
2017-12-26,33185500,170.8000030517578,170.57000732421875,171.47000122070312,169.67999267578125,168.6334228515625
2017-12-22,16114600,174.67999267578125,175.00999450683594,175.4199981689453,174.5,173.0230255126953
2017-12-21,20949900,174.1699981689453,175.00999450683594,176.02000427246094,174.10000610351562,173.0230255126953
2017-12-20,23475600,174.8699951171875,174.35000610351562,175.4199981689453,173.25,172.37051391601562
2017-12-19,27436400,175.02999877929688,174.5399932861328,175.38999938964844,174.08999633789062,172.558349609375
2017-12-18,29421100,174.8800048828125,176.4199981689453,177.1999969482422,174.86000061035156,174.41700744628906
2017-12-15,40169300,173.6300048828125,173.97000122070312,174.1699981689453,172.4600067138672,171.99481201171875
2017-12-14,20476500,172.39999389648438,172.22000122070312,173.1300048828125,171.64999389648438,170.2646942138672
2017-12-13,23818400,172.5,172.27000427246094,173.5399932861328,172.0,170.31411743164062
2017-12-12,19409200,172.14999389648438,171.6999969482422,172.38999938964844,171.4600067138672,169.75059509277344
2017-12-11,35273800,169.1999969482422,172.6699981689453,172.88999938964844,168.7899932861328,170.7095947265625
2017-12-08,23355200,170.49000549316406,169.3699951171875,171.0,168.82000732421875,167.44703674316406
2017-12-07,25673300,169.02999877929688,169.32000732421875,170.44000244140625,168.91000366210938,167.3976287841797
2017-12-06,28560000,167.5,169.00999450683594,170.1999969482422,166.4600067138672,167.0911407470703
2017-12-05,27350200,169.05999755859375,169.63999938964844,171.52000427246094,168.39999389648438,167.71397399902344
2017-12-04,32542400,172.47999572753906,169.8000030517578,172.6199951171875,169.6300048828125,167.87217712402344
2017-12-01,39759300,169.9499969482422,171.0500030517578,171.6699981689453,168.5,169.10797119140625
2017-11-30,41527200,170.42999267578125,171.85000610351562,172.13999938964844,168.44000244140625,169.89889526367188
2017-11-29,41666400,172.6300048828125,169.47999572753906,172.9199981689453,167.16000366210938,167.55580139160156
2017-11-28,26428800,174.3000030517578,173.07000732421875,174.8699951171875,171.86000061035156,171.10504150390625
2017-11-27,20716800,175.0500030517578,174.08999633789062,175.0800018310547,173.33999633789062,172.11346435546875
2017-11-24,14026700,175.10000610351562,174.97000122070312,175.5,174.64999389648438,172.9834747314453
2017-11-22,25588900,173.36000061035156,174.9600067138672,175.0,173.0500030517578,172.9735870361328
2017-11-21,25131300,170.77999877929688,173.13999938964844,173.6999969482422,170.77999877929688,171.17425537109375
2017-11-20,16262400,170.2899932861328,169.97999572753906,170.55999755859375,169.55999755859375,168.05010986328125
2017-11-17,21899500,171.0399932861328,170.14999389648438,171.38999938964844,169.63999938964844,168.2181854248047
2017-11-16,23637500,171.17999267578125,171.10000610351562,171.8699951171875,170.3000030517578,169.15740966796875
2017-11-15,29158100,169.97000122070312,169.0800018310547,170.32000732421875,168.3800048828125,167.16033935546875
2017-11-14,24782500,173.0399932861328,171.33999633789062,173.47999572753906,171.17999267578125,169.39466857910156
2017-11-13,16982100,173.5,173.97000122070312,174.5,173.39999389648438,171.99481201171875
2017-11-10,25145500,175.11000061035156,174.6699981689453,175.3800048828125,174.27000427246094,172.68685913085938
2017-11-09,29482600,175.11000061035156,175.8800048828125,176.10000610351562,173.13999938964844,173.2602996826172
2017-11-08,24409500,174.66000366210938,176.24000549316406,176.24000549316406,174.3300018310547,173.61492919921875
2017-11-07,24361500,173.91000366210938,174.80999755859375,175.25,173.60000610351562,172.2062225341797
2017-11-06,35026300,172.3699951171875,174.25,174.99000549316406,171.72000122070312,171.65455627441406
2017-11-03,59398600,174.0,172.5,174.25999450683594,171.1199951171875,169.93063354492188
2017-11-02,41393400,166.60000610351562,168.11000061035156,168.5,165.27999877929688,165.60601806640625
2017-11-01,33637800,169.8699951171875,166.88999938964844,169.94000244140625,165.61000061035156,164.40419006347656
2017-10-31,36046800,167.89999389648438,169.0399932861328,169.64999389648438,166.94000244140625,166.5221710205078
2017-10-30,44700800,163.88999938964844,166.72000122070312,168.07000732421875,163.72000122070312,164.23672485351562
2017-10-27,44454200,159.2899932861328,163.0500030517578,163.60000610351562,158.6999969482422,160.6213836669922
2017-10-26,17000500,157.22999572753906,157.41000366210938,157.8300018310547,156.77999877929688,155.06539916992188
2017-10-25,21207100,156.91000366210938,156.41000366210938,157.5500030517578,155.27000427246094,154.08030700683594
2017-10-24,17757200,156.2899932861328,157.10000610351562,157.4199981689453,156.1999969482422,154.760009765625
2017-10-23,21984300,156.88999938964844,156.1699981689453,157.69000244140625,155.5,153.84385681152344
2017-10-20,23974100,156.61000061035156,156.25,157.75,155.9600067138672,153.92266845703125
2017-10-19,42584200,156.75,155.97999572753906,157.0800018310547,155.02000427246094,153.6566925048828
2017-10-18,16374200,160.4199981689453,159.75999450683594,160.7100067138672,159.60000610351562,157.38038635253906
2017-10-17,18997300,159.77999877929688,160.47000122070312,160.8699951171875,159.22999572753906,158.07981872558594
2017-10-16,24121500,157.89999389648438,159.8800048828125,160.0,157.64999389648438,157.4986114501953
2017-10-13,16394200,156.72999572753906,156.99000549316406,157.27999877929688,156.41000366210938,154.65164184570312
2017-10-12,16125100,156.35000610351562,156.0,157.3699951171875,155.72999572753906,153.6763916015625
2017-10-11,16905600,155.97000122070312,156.5500030517578,156.97999572753906,155.75,154.2182159423828
2017-10-10,15617000,156.05999755859375,155.89999389648438,158.0,155.10000610351562,153.57786560058594
2017-10-09,16262900,155.80999755859375,155.83999633789062,156.72999572753906,155.49000549316406,153.51876831054688
2017-10-06,17407600,154.97000122070312,155.3000030517578,155.49000549316406,154.55999755859375,152.98681640625
2017-10-05,21283800,154.17999267578125,155.38999938964844,155.44000244140625,154.0500030517578,153.07546997070312
2017-10-04,20163800,153.6300048828125,153.47999572753906,153.86000061035156,152.4600067138672,151.1939239501953
2017-10-03,16230300,154.00999450683594,154.47999572753906,155.08999633789062,153.91000366210938,152.1790313720703
2017-10-02,18698800,154.25999450683594,153.80999755859375,154.4499969482422,152.72000122070312,151.51902770996094
2017-09-29,26299800,153.2100067138672,154.1199951171875,154.1300048828125,152.0,151.8243865966797
2017-09-28,22005500,153.88999938964844,153.27999877929688,154.27999877929688,152.6999969482422,150.99691772460938
2017-09-27,25504200,153.8000030517578,154.22999572753906,154.72000122070312,153.5399932861328,151.93276977539062
2017-09-26,36660000,151.77999877929688,153.13999938964844,153.9199981689453,151.69000244140625,150.8590087890625
2017-09-25,44387300,149.99000549316406,150.5500030517578,151.8300018310547,149.16000366210938,148.3075714111328
2017-09-22,46645400,151.5399932861328,151.88999938964844,152.27000427246094,150.55999755859375,149.62762451171875
